add a http sampler,org.apache.jmeter.protocol.http.sampler.HTTPSamplerProxy,org.apache.jmeter.protocol.http.control.gui.HttpTestSampleGui,5.4.3,FALSE
add a ftp request,org.apache.jmeter.protocol.ftp.sampler.FTPSampler,org.apache.jmeter.protocol.ftp.control.gui.FtpTestSamplerGui,5.4.3,FALSE
add a http request,org.apache.jmeter.protocol.http.sampler.HTTPSamplerProxy,org.apache.jmeter.protocol.http.control.gui.HttpTestSampleGui,5.4.3,FALSE
add a jdbc request,org.apache.jmeter.protocol.jdbc.sampler.JDBCSampler,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a java request,org.apache.jmeter.protocol.java.sampler.JavaSampler,org.apache.jmeter.protocol.java.control.gui.JavaTestSamplerGui,5.4.3,FALSE
add a ldap request,org.apache.jmeter.protocol.ldap.sampler.LDAPSampler,org.apache.jmeter.protocol.ldap.control.gui.LdapTestSamplerGui,5.4.3,FALSE
add a ldap extended request,org.apache.jmeter.protocol.ldap.sampler.LDAPExtSampler,org.apache.jmeter.protocol.ldap.control.gui.LdapExtTestSamplerGui,5.4.3,FALSE
add a access log sampler,org.apache.jmeter.protocol.http.sampler.AccessLogSampler,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a beanshell sampler,org.apache.jmeter.protocol.java.sampler.BeanShellSampler,org.apache.jmeter.protocol.java.control.gui.BeanShellSamplerGui,5.4.3,FALSE
add a jsr223 sampler,org.apache.jmeter.protocol.java.sampler.JSR223Sampler,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a tcp sampler,org.apache.jmeter.protocol.tcp.sampler.TCPSampler,org.apache.jmeter.protocol.tcp.control.gui.TCPSamplerGui,5.4.3,FALSE
add a jms publisher,org.apache.jmeter.protocol.jms.sampler.PublisherSampler,org.apache.jmeter.protocol.jms.control.gui.JMSPublisherGui,5.4.3,FALSE
add a jms subscriber,org.apache.jmeter.protocol.jms.sampler.SubscriberSampler,org.apache.jmeter.protocol.jms.control.gui.JMSSubscriberGui,5.4.3,FALSE
add a jms point to point,org.apache.jmeter.protocol.jms.sampler.JMSSampler,org.apache.jmeter.protocol.jms.control.gui.JMSSamplerGui,5.4.3,FALSE
add a junit request,org.apache.jmeter.protocol.java.sampler.JUnitSampler,org.apache.jmeter.protocol.java.control.gui.JUnitTestSamplerGui,5.4.3,FALSE
add a mail reader sampler,org.apache.jmeter.protocol.mail.sampler.MailReaderSampler,org.apache.jmeter.protocol.mail.sampler.gui.MailReaderSamplerGui,5.4.3,FALSE
add a flow control action,org.apache.jmeter.sampler.TestAction,org.apache.jmeter.sampler.gui.TestActionGui,5.4.3,FALSE
add a smtp sampler,org.apache.jmeter.protocol.smtp.sampler.SmtpSampler,org.apache.jmeter.protocol.smtp.sampler.gui.SmtpSamplerGui,5.4.3,FALSE
add a os process sampler,org.apache.jmeter.protocol.system.SystemSampler,org.apache.jmeter.protocol.system.gui.SystemSamplerGui,5.4.3,FALSE
add a mongodb script,org.apache.jmeter.protocol.mongodb.sampler.MongoScriptSampler,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a bolt request,org.apache.jmeter.protocol.bolt.sampler.BoltSampler,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a graphql http request,org.apache.jmeter.protocol.http.sampler.HTTPSamplerProxy,org.apache.jmeter.protocol.http.control.gui.GraphQLHTTPSamplerGui,5.4.3,FALSE
add a debug sampler,org.apache.jmeter.sampler.DebugSampler,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a ajp sampler,org.apache.jmeter.protocol.http.sampler.AjpSampler,org.apache.jmeter.protocol.http.control.gui.AjpSamplerGui,5.4.3,FALSE
add a thread group,org.apache.jmeter.threads.ThreadGroup,org.apache.jmeter.threads.gui.ThreadGroupGui,5.4.3,FALSE
add a response assert,org.apache.jmeter.assertions.ResponseAssertion,org.apache.jmeter.assertions.gui.AssertionGui,5.4.3,FALSE
add a json assertion,org.apache.jmeter.assertions.JSONPathAssertion,org.apache.jmeter.assertions.gui.JSONPathAssertionGui,5.4.3,FALSE
add a duration assertion,org.apache.jmeter.assertions.DurationAssertion,org.apache.jmeter.assertions.gui.DurationAssertionGui,5.4.3,FALSE
add a size assertion,org.apache.jmeter.assertions.SizeAssertion,org.apache.jmeter.assertions.gui.SizeAssertionGui,5.4.3,FALSE
add a xpath assertion,org.apache.jmeter.assertions.XPathAssertion,org.apache.jmeter.assertions.gui.XPathAssertionGui,5.4.3,FALSE
add a jsr223 assertion,org.apache.jmeter.assertions.JSR223Assertion,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a xpath2 assertion,org.apache.jmeter.assertions.XPath2Assertion,org.apache.jmeter.assertions.gui.XPath2AssertionGui,5.4.3,FALSE
add a compare assert,org.apache.jmeter.assertions.CompareAssertion,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a html assertion,org.apache.jmeter.assertions.HTMLAssertion,org.apache.jmeter.assertions.gui.HTMLAssertionGui,5.4.3,FALSE
add a jmes path assert,org.apache.jmeter.assertions.jmespath.JMESPathAssertion,org.apache.jmeter.assertions.jmespath.gui.JMESPathAssertionGui,5.4.3,FALSE
add a md5 assertion,org.apache.jmeter.assertions.MD5HexAssertion,org.apache.jmeter.assertions.gui.MD5HexAssertionGUI,5.4.3,FALSE
add a smime assertion,org.apache.jmeter.assertions.SMIMEAssertionTestElement,org.apache.jmeter.assertions.gui.SMIMEAssertionGui,5.4.3,FALSE
add a xml assertion,org.apache.jmeter.assertions.XMLAssertion,org.apache.jmeter.assertions.gui.XMLAssertionGui,5.4.3,FALSE
add a xml schemaassertion,org.apache.jmeter.assertions.XMLSchemaAssertion,org.apache.jmeter.assertions.gui.XMLSchemaAssertionGUI,5.4.3,FALSE
add a beanshell assertion,org.apache.jmeter.assertions.BeanShellAssertion,org.apache.jmeter.assertions.gui.BeanShellAssertionGui,5.4.3,FALSE
add a constant timer,org.apache.jmeter.timers.ConstantTimer,org.apache.jmeter.timers.gui.ConstantTimerGui,5.4.3,FALSE
add a uniform random timer,org.apache.jmeter.timers.UniformRandomTimer,org.apache.jmeter.timers.gui.UniformRandomTimerGui,5.4.3,FALSE
add a gaussian random timer,org.apache.jmeter.timers.GaussianRandomTimer,org.apache.jmeter.timers.gui.GaussianRandomTimerGui,5.4.3,FALSE
add a poisson random timer,org.apache.jmeter.timers.PoissonRandomTimer,org.apache.jmeter.timers.gui.PoissonRandomTimerGui,5.4.3,FALSE
add a precise throughput timer,org.apache.jmeter.timers.poissonarrivals.PreciseThroughputTimer,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a constant throughput timer,org.apache.jmeter.timers.ConstantThroughputTimer,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a jsr223 timer,org.apache.jmeter.timers.JSR223Timer,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a synctimer,org.apache.jmeter.timers.SyncTimer,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a beanshell timer,org.apache.jmeter.timers.BeanShellTimer,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a jsr223 preprocessor,org.apache.jmeter.modifiers.JSR223PreProcessor,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a user parameters,org.apache.jmeter.modifiers.UserParameters,org.apache.jmeter.modifiers.gui.UserParametersGui,5.4.3,FALSE
add a anchor modifier,org.apache.jmeter.protocol.http.modifier.AnchorModifier,org.apache.jmeter.protocol.http.modifier.gui.AnchorModifierGui,5.4.3,FALSE
add a url rewriting modifier,org.apache.jmeter.protocol.http.modifier.URLRewritingModifier,org.apache.jmeter.protocol.http.modifier.gui.URLRewritingModifierGui,5.4.3,FALSE
add a jdbc preprocessor,org.apache.jmeter.protocol.jdbc.processor.JDBCPreProcessor,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a regex user parameters,org.apache.jmeter.protocol.http.modifier.RegExUserParameters,org.apache.jmeter.protocol.http.modifier.gui.RegExUserParametersGui,5.4.3,FALSE
add a sample timeout,org.apache.jmeter.modifiers.SampleTimeout,org.apache.jmeter.modifiers.gui.SampleTimeoutGui,5.4.3,FALSE
add a beanshell preprocessor,org.apache.jmeter.modifiers.BeanShellPreProcessor,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a regex extractor,org.apache.jmeter.extractor.RegexExtractor,org.apache.jmeter.extractor.gui.RegexExtractorGui,5.4.3,FALSE
add a xpath extractor,org.apache.jmeter.extractor.XPathExtractor,org.apache.jmeter.extractor.gui.XPathExtractorGui,5.4.3,FALSE
add a jsonpath extractor,org.apache.jmeter.extractor.json.jsonpath.JSONPostProcessor,org.apache.jmeter.extractor.json.jsonpath.gui.JSONPostProcessorGui,5.4.3,FALSE
add a boundary extractor,org.apache.jmeter.extractor.BoundaryExtractor,org.apache.jmeter.extractor.gui.BoundaryExtractorGui,5.4.3,FALSE
add a html extractor,org.apache.jmeter.extractor.HtmlExtractor,org.apache.jmeter.extractor.gui.HtmlExtractorGui,5.4.3,FALSE
add a jmespath extractor,org.apache.jmeter.extractor.json.jmespath.JMESPathExtractor,org.apache.jmeter.extractor.json.jmespath.gui.JMESPathExtractorGui,5.4.3,FALSE
add a jsr223 postprocessor,org.apache.jmeter.extractor.JSR223PostProcessor,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a debug postprocessor,org.apache.jmeter.extractor.DebugPostProcessor,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a jdbc postprocessor,org.apache.jmeter.protocol.jdbc.processor.JDBCPostProcessor,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a result action,org.apache.jmeter.reporters.ResultAction,org.apache.jmeter.reporters.gui.ResultActionGui,5.4.3,FALSE
add a xpath2 extractor,org.apache.jmeter.extractor.XPath2Extractor,org.apache.jmeter.extractor.gui.XPath2ExtractorGui,5.4.3,FALSE
add a beanshell postprocessor,org.apache.jmeter.extractor.BeanShellPostProcessor,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a csv dataset config,org.apache.jmeter.config.CSVDataSet,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a csv dataset,org.apache.jmeter.config.CSVDataSet,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a header manager,org.apache.jmeter.protocol.http.control.HeaderManager,org.apache.jmeter.protocol.http.gui.HeaderPanel,5.4.3,FALSE
add a cookie manager,org.apache.jmeter.protocol.http.control.CookieManager,org.apache.jmeter.protocol.http.gui.CookiePanel,5.4.3,FALSE
add a cache manager,org.apache.jmeter.protocol.http.control.CacheManager,org.apache.jmeter.protocol.http.gui.CacheManagerGui,5.4.3,FALSE
add a http defaults,org.apache.jmeter.config.ConfigTestElement,org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui,5.4.3,FALSE
add a bolt connection,org.apache.jmeter.protocol.bolt.config.BoltConnectionElement,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a counter config,org.apache.jmeter.modifiers.CounterConfig,org.apache.jmeter.modifiers.gui.CounterConfigGui,5.4.3,FALSE
add a dns cache manager,org.apache.jmeter.protocol.http.control.DNSCacheManager,org.apache.jmeter.protocol.http.gui.DNSCachePanel,5.4.3,FALSE
add a ftp config,org.apache.jmeter.config.ConfigTestElement,org.apache.jmeter.protocol.ftp.config.gui.FtpConfigGui,5.4.3,FALSE
add a auth manager,org.apache.jmeter.protocol.http.control.AuthManager,org.apache.jmeter.protocol.http.gui.AuthPanel,5.4.3,FALSE
add a jdbc datasource,org.apache.jmeter.protocol.jdbc.config.DataSourceElement,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a java config,org.apache.jmeter.protocol.java.config.JavaConfig,org.apache.jmeter.protocol.java.config.gui.JavaConfigGui,5.4.3,FALSE
add a keystoreconfig,org.apache.jmeter.config.KeystoreConfig,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a ldapext config,org.apache.jmeter.config.ConfigTestElement,org.apache.jmeter.protocol.ldap.config.gui.LdapExtConfigGui,5.4.3,FALSE
add a ldap config,org.apache.jmeter.config.ConfigTestElement,org.apache.jmeter.protocol.ldap.config.gui.LdapConfigGui,5.4.3,FALSE
add a login config,org.apache.jmeter.config.ConfigTestElement,org.apache.jmeter.config.gui.LoginConfigGui,5.4.3,FALSE
add a random variable,org.apache.jmeter.config.RandomVariableConfig,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a simple config,org.apache.jmeter.config.ConfigTestElement,org.apache.jmeter.config.gui.SimpleConfigGui,5.4.3,FALSE
add a tcp config,org.apache.jmeter.config.ConfigTestElement,org.apache.jmeter.protocol.tcp.config.gui.TCPConfigGui,5.4.3,FALSE
add a arguments,org.apache.jmeter.config.Arguments,org.apache.jmeter.config.gui.ArgumentsPanel,5.4.3,FALSE
add a ftp request defaults,org.apache.jmeter.config.ConfigTestElement,org.apache.jmeter.protocol.ftp.config.gui.FtpConfigGui,5.4.3,FALSE
add a http authorization manager,org.apache.jmeter.protocol.http.control.AuthManager,org.apache.jmeter.protocol.http.gui.AuthPanel,5.4.3,FALSE
add a view results tree,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.ViewResultsFullVisualizer,5.4.3,FALSE
add a summary report,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.SummaryReport,5.4.3,FALSE
add a aggregate report,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.StatVisualizer,5.4.3,FALSE
add a backend listener,org.apache.jmeter.visualizers.backend.BackendListener,org.apache.jmeter.visualizers.backend.BackendListenerGui,5.4.3,FALSE
add a statgraph visualizer,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.StatGraphVisualizer,5.4.3,FALSE
add a assertion visualizer,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.AssertionVisualizer,5.4.3,FALSE
add a comparison visualizer,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.ComparisonVisualizer,5.4.3,FALSE
add a summariser,org.apache.jmeter.reporters.Summariser,org.apache.jmeter.reporters.gui.SummariserGui,5.4.3,FALSE
add a graph visualizer,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.GraphVisualizer,5.4.3,FALSE
add a jsr223 listener,org.apache.jmeter.visualizers.JSR223Listener,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a mailer visualizer,org.apache.jmeter.reporters.MailerResultCollector,org.apache.jmeter.visualizers.MailerVisualizer,5.4.3,FALSE
add a response time graph,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.RespTimeGraphVisualizer,5.4.3,FALSE
add a result saver,org.apache.jmeter.reporters.ResultSaver,org.apache.jmeter.reporters.gui.ResultSaverGui,5.4.3,FALSE
add a simple data writer,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.SimpleDataWriter,5.4.3,FALSE
add a table visualizer,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.TableVisualizer,5.4.3,FALSE
add a beanshell listener,org.apache.jmeter.visualizers.BeanShellListener,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a jsr223 sampler,org.apache.jmeter.protocol.java.sampler.JSR223Sampler,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a jsr223 preprocessor,org.apache.jmeter.modifiers.JSR223PreProcessor,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a jsr223 postprocessor,org.apache.jmeter.extractor.JSR223PostProcessor,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a jsr223 listener,org.apache.jmeter.visualizers.JSR223Listener,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a jsr223 assertion,org.apache.jmeter.assertions.JSR223Assertion,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a jsr223 timer,org.apache.jmeter.timers.JSR223Timer,org.apache.jmeter.testbeans.gui.TestBeanGUI,5.4.3,FALSE
add a loop controller,org.apache.jmeter.control.LoopController,org.apache.jmeter.control.gui.LoopControlPanel,5.4.3,FALSE
add a if controller,org.apache.jmeter.control.IfController,org.apache.jmeter.control.gui.IfControllerPanel,5.4.3,FALSE
add a while controller,org.apache.jmeter.control.WhileController,org.apache.jmeter.control.gui.WhileControllerGui,5.4.3,FALSE
add a transaction controller,org.apache.jmeter.control.TransactionController,org.apache.jmeter.control.gui.TransactionControllerGui,5.4.3,FALSE
add a simple controller,org.apache.jmeter.control.GenericController,org.apache.jmeter.control.gui.LogicControllerPanel,5.4.3,FALSE
add a onceonly controller,org.apache.jmeter.control.OnceOnlyController,org.apache.jmeter.control.gui.OnceOnlyControllerPanel,5.4.3,FALSE
add a interleave controller,org.apache.jmeter.control.InterleaveControl,org.apache.jmeter.control.gui.InterleaveControlPanel,5.4.3,FALSE
add a random controller,org.apache.jmeter.control.RandomController,org.apache.jmeter.control.gui.RandomControlPanel,5.4.3,FALSE
add a random order controller,org.apache.jmeter.control.RandomOrderController,org.apache.jmeter.control.gui.RandomOrderControllerPanel,5.4.3,FALSE
add a throughput controller,org.apache.jmeter.control.ThroughputController,org.apache.jmeter.control.gui.ThroughputControllerPanel,5.4.3,FALSE
add a runtime controller,org.apache.jmeter.control.RunTime,org.apache.jmeter.control.gui.RunTimeGui,5.4.3,FALSE
add a switch controller,org.apache.jmeter.control.SwitchController,org.apache.jmeter.control.gui.SwitchControllerPanel,5.4.3,FALSE
add a foreach controller,org.apache.jmeter.control.ForeachController,org.apache.jmeter.control.gui.ForeachControlPanel,5.4.3,FALSE
add a module controller,org.apache.jmeter.control.ModuleController,org.apache.jmeter.control.gui.ModuleControllerGui,5.4.3,FALSE
add a include controller,org.apache.jmeter.control.IncludeController,org.apache.jmeter.control.gui.IncludeControllerPanel,5.4.3,FALSE
add a recording controller,org.apache.jmeter.control.RecordingController,org.apache.jmeter.control.gui.RecordController,5.4.3,FALSE
add a critical section controller,org.apache.jmeter.control.CriticalSectionController,org.apache.jmeter.control.gui.CriticalSectionControllerPanel,5.4.3,FALSE
add a sample result save configuration,org.apache.jmeter.samplers.SampleSaveConfiguration,org.apache.jmeter.samplers.SampleSaveConfiguration,5.4.3,FALSE
add a graph results,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.GraphVisualizer,5.4.3,FALSE
add a assertion results,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.AssertionVisualizer,5.4.3,FALSE
add a view results in table,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.TableVisualizer,5.4.3,FALSE
add a save responses to a file,org.apache.jmeter.reporters.ResultSaver,org.apache.jmeter.reporters.gui.ResultSaverGui,5.4.3,FALSE
add a generate summary results,org.apache.jmeter.reporters.Summariser,org.apache.jmeter.reporters.gui.SummariserGui,5.4.3,FALSE
add a comparison assertion visualizer,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.ComparisonVisualizer,5.4.3,FALSE
add a aggregate graph,org.apache.jmeter.reporters.ResultCollector,org.apache.jmeter.visualizers.StatGraphVisualizer,5.4.3,FALSE